pt,ground_cvr,lifeform1,lifeform2,lifeform3,lifeform4,plot_id,transect,date,read_status
24,LITT,none,none,none,none,ATWE-THIN-40,East-West,2024-11-04,PRE-RX
25,BARE,none,none,none,none,ATWE-THIN-40,East-West,2024-11-04,PRE-RX
26,LITT,LUPIN,none,none,none,ATWE-THIN-40,East-West,2024-11-04,PRE-RX
27,LITT,none,none,none,none,ATWE-THIN-40,East-West,2024-11-04,PRE-RX
28,LITT,LUPIN,none,none,none,ATWE-THIN-40,East-West,2024-11-04,PRE-RX
29,LITT,LUPIN,none,none,none,ATWE-THIN-40,East-West,2024-11-04,PRE-RX
1,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
2,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
3,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
4,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
5,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
6,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
7,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
8,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
9,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
10,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
11,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
12,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
13,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
14,"WOOD (>1"")",none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
16,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
17,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
18,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
19,"WOOD (>1"")",none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
20,BEDROCK,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
21,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
22,"ROCK (>1"")",none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
23,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
24,BARE,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
25,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
26,BARE,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
27,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
28,LITT,FORB,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
29,LITT,none,none,none,none,BIST-RX-01,East-West,2024-09-11,PRE-RX
1,LITT,ABCO,CHFO,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
2,LITT,ABCO,QUKE,PILA,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
3,LITT,PILA,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
4,LITT,ARPA,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
5,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
6,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
7,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
8,LITT,ABCO,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
9,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
10,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
11,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
12,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
13,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
14,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
16,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
17,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
18,LITT,ARPA,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
19,LITT,ARPA,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
20,LITT,ARPA,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
21,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
22,"ROCK (>1"")",none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
23,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
24,LITT,ARPA,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
25,BARE,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
26,BARE,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
27,LITT,ARPA,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
28,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
29,LITT,none,none,none,none,BIST-RX-02,East-West,2024-09-12,PRE-RX
1,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
2,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
3,"WOOD (>1"")",none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
4,LITT,FORB,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
5,LITT,FORB,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
6,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
7,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
8,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
9,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
10,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
11,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
12,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
13,"WOOD (>1"")",none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
14,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
16,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
17,"WOOD (>1"")",none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
18,BARE,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
19,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
20,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
21,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
22,"WOOD (>1"")",none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
23,BARE,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
24,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
25,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
26,"WOOD (>1"")",none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
27,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
28,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
29,LITT,none,none,none,none,BIST-RX-03,East-West,2024-09-13,PRE-RX
1,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
2,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
3,LITT,CECO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
4,BARE,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
5,CHAR,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
6,LITT,CECO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
7,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
8,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
9,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
10,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
11,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
12,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
13,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
14,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
16,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
17,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
18,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
19,LITT,ABCO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
20,LITT,ABCO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
21,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
22,LITT,CECO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
23,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
24,LITT,CECO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
25,LITT,none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
26,"WOOD (>1"")",none,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
27,LITT,CECO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
28,LITT,CECO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
29,LITT,CECO,none,none,none,BIST-RX-04,East-West,2024-09-13,PRE-RX
1,BARE,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
2,BARE,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
3,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
4,CHAR,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
5,CHAR,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
6,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
7,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
8,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
9,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
10,CHAR,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
11,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
12,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
13,BARE,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
14,CHAR,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
16,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
17,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
18,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
19,ASH,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
20,ASH,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
21,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
22,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
23,CHAR,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
24,ASH,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
25,CHAR,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
26,CHAR,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
27,ASH,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
28,ASH,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
29,LITT,none,none,none,none,BIST-RX-05,East-West,2024-09-14,PRE-RX
1,LITT,CHSE,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
2,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
3,LITT,FORB,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
4,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
5,BARE,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
6,"WOOD (>1"")",none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
7,"WOOD (>1"")",none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
8,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
9,"WOOD (>1"")",none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
10,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
11,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
12,"WOOD (>1"")",none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
13,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
14,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
16,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
17,LITT,RIRO,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
18,LITT,CHSE,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
19,LITT,CHSE,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
20,LITT,CHSE,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
21,LITT,RIRO,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
22,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
23,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
24,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
25,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
26,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
27,LITT,PREM,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
28,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
29,LITT,none,none,none,none,BIST-RX-06,East-West,2024-09-12,PRE-RX
1,LITT,SYMO,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
2,LITT,none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
3,LITT,none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
4,LITT,SYMO,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
5,"WOOD (>1"")",none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
6,LITT,SYMO,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
7,LITT,SYMO,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
8,"WOOD (>1"")",none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
9,LITT,FORB,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
10,LITT,none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
11,LITT,FORB,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
12,LITT,CHSE,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
13,LITT,none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
14,LITT,FORB,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
16,LITT,none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
17,BOLE,none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
18,LITT,none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
19,LITT,FORB,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
20,"WOOD (>1"")",none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
21,LITT,FORB,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
22,"WOOD (>1"")",none,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
23,LITT,FORB,none,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
24,LITT,FORB,GRAMINOID,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
25,LITT,FORB,GRAMINOID,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
26,LITT,FORB,GRAMINOID,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
27,LITT,FORB,GRAMINOID,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
28,LITT,FORB,GRAMINOID,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
29,LITT,FORB,GRAMINOID,none,none,BIST-RX-07,East-West,2024-09-12,PRE-RX
1,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
2,CHAR,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
3,CHAR,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
4,CHAR,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
5,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
6,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
7,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
8,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
9,CHAR,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
10,CHAR,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
11,CHAR,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
12,LITT,FORB,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
13,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
14,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
16,LITT,ABCO,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
17,LITT,ABCO,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
18,BARE,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
19,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
20,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
21,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
22,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
23,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
24,BOLE,ABCO,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
25,LITT,ABCO,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
26,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
27,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
28,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
29,LITT,none,none,none,none,BIST-RX-08,East-West,2024-09-14,PRE-RX
1,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
2,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
3,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
4,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
5,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
6,BARE,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
7,"WOOD (>1"")",none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
8,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
9,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
10,"WOOD (>1"")",none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
11,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
12,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
13,"WOOD (>1"")",none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
14,"WOOD (>1"")",none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
16,BARE,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
17,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
18,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
19,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
20,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
21,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
22,CHAR,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
23,CHAR,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
24,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
25,CHAR,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
26,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
27,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
28,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
29,LITT,none,none,none,none,BIST-RX-09,East-West,2024-09-14,PRE-RX
1,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
2,"WOOD (>1"")",none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
3,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
4,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
5,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
6,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
7,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
8,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
9,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
10,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
11,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
12,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
13,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
14,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
16,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
17,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
18,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
19,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
20,"WOOD (>1"")",none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
21,LITT,PILA,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
22,LITT,PILA,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
23,"WOOD (>1"")",none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
24,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
25,BARE,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
26,LITT,PILA,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
27,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
28,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
29,LITT,none,none,none,none,BIST-RX-10,East-West,2024-09-15,PRE-RX
1,BOLE,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
2,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
3,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
4,LITT,SYMO,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
5,LITT,SYMO,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
6,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
7,LITT,SYMO,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
8,LITT,SYMO,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
9,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
10,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
11,BARE,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
12,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
13,LITT,ABCO,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
14,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
16,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
17,"ROCK (>1"")",none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
18,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
19,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
20,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
21,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
22,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
23,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
24,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
25,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
26,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
27,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
28,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
29,LITT,none,none,none,none,BIST-RX-11,East-West,2024-09-14,PRE-RX
1,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
2,"WOOD (>1"")",none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
3,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
4,"WOOD (>1"")",none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
5,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
6,"WOOD (>1"")",none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
7,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
8,BOLE,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
9,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
10,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
11,BOLE,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
12,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
13,"WOOD (>1"")",none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
14,LITT,CHSE,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
16,LITT,none,none,none,none,BIST-RX-12,East-West,2024-09-14,PRE-RX
